80	5	71	1	118	11.885057	2.6	0	7	2015	60	10	0	1
62	5	44	2	62	16.81695141	2.4	6	7	2015	37	7	0	0
85	5	40	3	44	11.84463164	2	11	7	2015	34	7	0	0
31	5	65	4	100	12.61271355	2.2	21	7	2015	48	6	10	1
15	5	29	5	100	14.18930275	2.8	28	7	2015	26	3	0	0
28	5	14	6	100	13.62334765	2.6	36	7	2015	4	4	8	0
8	5	8	7	100	16.12972022	2.4	44	7	2015	0	6	2	0
4	5	9	8	100	16.69567531	2.6	50	7	2015	1	7	0	1
