1	34	13	40	3	7	8	15	2	3	14.42	0	10	2013	13	0	0	0
2	42	2	40	3	7	8	15	2	3	14.42	0	10	2013	0	2	0	0
3	46	6	40	3	7	8	15	2	3	14.42	0	10	2013	2	4	0	0
1	37	7	60	3	7	15	22	3	4	17.92	1.67	10	2013	7	0	0	0
2	50	11	60	3	7	15	22	3	4	17.92	1.67	10	2013	8	2	0	1
3	52	8	60	3	7	15	22	3	4	17.92	1.67	10	2013	5	3	0	0
1	15	8	58	3	14	15	29	3	5	17.72	1.67	10	2013	6	1	1	0
2	31	4	58	3	14	15	29	3	5	17.72	1.67	10	2013	3	1	0	0
3	31	2	60	3	14	15	29	3	5	17.72	1.67	10	2013	1	1	0	0
1	7	4	55	3	14	29	43	5	7	17.72	1.67	10	2013	0	4	0	0
2	9	1	60	3	14	29	43	5	7	17.72	1.67	10	2013	0	1	0	0
3	8	0	60	3	14	29	43	5	7	17.72	1.67	10	2013	0	0	0	0
1	9	4	110	3	35	8	43	2	7	4.32	2.33	10	2013	0	3	0	0
2	18	4	120	3	35	8	43	2	7	4.32	2.33	10	2013	0	3	0	0
3	32	0	111	3	35	8	43	2	7	4.32	2.33	10	2013	0	0	0	0
