10	5	4	1	200	14.36	2.4	1	7	2014	4	0	0	0
19	5	8	2	130	14.99	2.6	7	7	2014	8	0	0	0
115	5	62	3	88	17.09	2.4	14	7	2014	61	4	0	0
71	5	84	4	148	15.82	2.8	19	7	2014	78	5	1	0
81	5	51	5	200	18.02	2.8	26	7	2014	34	9	9	0
70	5	64	6	200	16.49	2.6	35	7	2014	40	11	13	0
9	5	6	7	200	16.2	2.6	42	7	2014	0	3	0	3
2	3	6	8	120	16.61	2.33	49	7	2014	0	4	2	0
