0	5	1	1	200	12.57	3	0	5	2014	1	0	0	0
21	5	17	2	200	12.45	3	6	5	2014	15	2	0	0
60	5	15	3	200	14.01	2.8	14	5	2014	14	1	0	0
82	5	32	4	200	17.92	3	20	5	2014	29	0	3	0
79	5	22	5	200	17.86	2.6	29	5	2014	21	0	1	0
51	5	21	6	200	16.42	2.8	35	5	2014	14	2	3	2
32	5	13	7	200	13.69	2.8	42	5	2014	0	8	1	4
3	3	8	8	120	12.1	3	49	5	2014	0	6	0	2
