3	5	1	1	200	21.23	2	0	10	2014	0	1	0	0
62	5	20	2	160	20.21	1.8	6	10	2014	13	7	0	0
122	5	52	3	74	17.41	2.2	14	10	2014	49	3	0	0
35	5	102	4	193	16.77	2.4	20	10	2014	93	8	1	0
70	5	15	5	200	21.65	2.6	29	10	2014	12	2	1	0
69	5	17	6	200	13.94	2	35	10	2014	9	2	6	0
37	5	15	7	200	14.96	2.2	42	10	2014	0	10	5	0
8	3	3	8	120	19.31	1.67	49	10	2014	0	3	0	0
