87	5	46	1	141	10.79357218	2.6	0	6	2015	34	12	0	0
66	5	28	2	85	11.68293018	2.4	6	6	2015	20	8	0	0
52	5	40	3	99	10.95527363	2.2	11	6	2015	34	6	0	0
27	5	25	4	100	14.10845202	2.4	21	6	2015	18	2	5	0
18	5	28	5	100	10.91484827	2.6	28	6	2015	20	3	5	0
16	5	9	6	100	14.06802666	2.2	36	6	2015	2	4	3	0
2	5	1	7	100	12.81484038	2.6	44	6	2015	0	1	0	0
0	5	1	8	100	11.31910191	2.8	50	6	2015	0	1	0	0
