1	0	2	32	2	6	0	6	1	2	17.02957891	2	9	2014	2	0	0	0
2	5	2	42	2	6	0	6	1	2	17.02957891	2	9	2014	2	0	0	0
3	0	0	30	2	6	0	6	1	2	17.02957891	2	9	2014	0	0	0	0
1	12	10	40	2	8	6	14	2	3	17.02957891	2	9	2014	9	1	0	0
2	14	6	35	2	8	6	14	2	3	17.02957891	2	9	2014	6	0	0	0
3	9	4	40	2	8	6	14	2	3	17.02957891	2	9	2014	3	1	0	0
1	9	6	32	2	6	13	19	3	4	17.02957891	2	9	2014	5	1	0	0
2	5	4	37	2	6	13	19	3	4	17.02957891	2	9	2014	3	1	0	0
3	7	1	40	2	6	13	19	3	4	17.02957891	2	9	2014	0	1	0	0
1	3	12	39	2	7	19	26	4	5	9.151409228	2.5	9	2014	12	0	0	0
2	9	3	32	2	7	19	26	4	5	9.151409228	2.5	9	2014	2	1	0	0
3	21	4	40	2	7	19	26	4	5	9.151409228	2.5	9	2014	3	1	0	0
1	12	1	35	2	7	26	33	5	6	10.3450713	2.5	9	2014	0	1	0	0
2	9	1	33	2	7	26	33	5	6	10.3450713	2.5	9	2014	1	0	0	0
3	6	0	34	2	7	26	33	5	6	10.3450713	2.5	9	2014	0	0	0	0
1	33	16	48	3	13	0	13	1	3	13.15680863	1.67	9	2014	12	4	0	0
2	35	4	60	3	13	0	13	1	3	13.15680863	1.67	9	2014	2	2	0	0
3	14	0	60	3	13	0	13	1	3	13.15680863	1.67	9	2014	0	0	0	0
1	14	30	28	3	13	6	19	2	4	11.24694931	2	9	2014	23	6	1	0
2	11	12	27	3	13	6	19	2	4	11.24694931	2	9	2014	12	0	0	0
3	7	7	39	3	13	6	19	2	4	11.24694931	2	9	2014	7	0	0	0
1	17	13	60	3	13	13	26	3	5	10.238968	2.67	9	2014	12	1	0	0
2	5	7	60	3	13	13	26	3	5	10.238968	2.67	9	2014	7	0	0	0
3	27	4	58	3	13	13	26	3	5	10.238968	2.67	9	2014	2	2	0	0
1	5	3	19	1	14	19	33	4	6	12.5732405	3	9	2014	1	2	0	0
2	4	0	16	1	14	19	33	4	6	12.5732405	3	9	2014	0	0	0	0
3	5	1	15	1	14	19	33	4	6	12.5732405	3	9	2014	0	1	0	0
1	45	10	110	6	33	0	33	1	6	14.11173829	2.5	9	2014	5	5	1	0
2	22	3	95	6	33	0	33	1	6	14.11173829	2.5	9	2014	2	1	0	0
3	29	1	94	6	33	0	33	1	6	14.11173829	2.5	9	2014	0	1	0	0
1	17	0	40	3	27	6	33	2	6	12.5732405	2.33	9	2014	0	0	0	0
2	13	3	31	3	27	6	33	2	6	12.5732405	2.33	9	2014	2	1	0	0
3	31	1	38	3	27	6	33	2	6	12.5732405	2.33	9	2014	0	1	0	0
1	0	0	110	6	19	14	33	3	6	14.11173829	2.5	9	2014	0	0	0	0
2	20	10	89	6	19	14	33	3	6	14.11173829	2.5	9	2014	5	3	2	0
3	85	6	115	6	19	14	33	3	6	14.11173829	2.5	9	2014	1	5	0	0
