1	0	1	0	0	0	0	0	0	0	10.32	0	4	2013	1	0	0	0
2	1	0	35	2	7	8	15	2	3	10.32	0	4	2013	0	0	0	0
3	0	0	0	0	0	0	0	0	0	10.32	0	4	2013	0	0	0	0
1	0	0	60	3	7	15	22	3	4	13.07	2	4	2013	0	0	0	0
2	3	0	55	3	7	15	22	3	4	13.07	2	4	2013	0	0	0	0
3	1	0	50	3	7	15	22	3	4	13.07	2	4	2013	0	0	0	0
1	0	0	50	3	14	15	29	3	5	14.76	1.4	4	2013	0	0	0	0
2	2	0	56	3	14	15	29	3	5	14.76	1.67	4	2013	0	0	0	0
3	1	0	41	3	14	15	29	3	5	14.76	1.67	4	2013	0	0	0	0
1	0	0	55	3	15	29	44	5	7	9.84	1.67	4	2013	0	0	0	0
2	0	0	56	3	15	29	44	5	7	9.84	1.67	4	2013	0	0	0	0
3	1	0	50	3	15	29	44	5	7	9.84	1.4	4	2013	0	0	0	0
1	0	0	116	3	36	8	44	2	7	3.61	2.33	4	2013	0	0	0	0
2	2	0	105	3	36	8	44	2	7	3.61	2.33	4	2013	0	0	0	0
3	3	0	111	3	36	8	44	2	7	3.61	2.33	4	2013	0	0	0	0
